Sensor: NV Lab (ID: TS00NAHQ2A),Created: 2026-09-04 15:22:37 ,Start: 2026-08-05 15:22:34 ,End: 2026-09-04 15:22:34 

Timestamp,Temperature,Humidity,Heat Index,Dew Point,Battery,Connection Quality (RSSI),Seconds to Connect,
2026-08-08 13:03:22 ,24.3,50.8,24.4,13.4,71,-56,1,
2026-08-08 13:18:22 ,24.3,50.6,24.4,13.4,71,-54,1,
2026-08-08 13:33:22 ,24.3,50.6,24.4,13.4,71,-52,1,
2026-08-08 13:48:22 ,24.3,50.5,24.4,13.4,71,-55,1,
2026-08-08 14:03:22 ,24.3,50.5,24.4,13.4,71,-55,1,
2026-08-08 14:18:22 ,24.3,50.4,24.4,13.3,71,-55,1,
2026-08-08 14:33:22 ,24.3,50.3,24.4,13.3,71,-55,1,
2026-08-08 14:48:22 ,24.3,50.3,24.4,13.3,71,-52,1,
2026-08-08 15:03:22 ,24.3,50.4,24.4,13.3,71,-58,1,
2026-08-08 15:18:22 ,24.3,50.3,24.4,13.3,71,-56,1,
2026-08-08 15:33:22 ,24.3,50.2,24.4,13.3,71,-58,1,
2026-08-08 15:48:22 ,24.3,50.3,24.4,13.3,71,-53,1,
2026-08-08 16:03:22 ,24.4,50.4,24.4,13.4,71,-56,1,
2026-08-08 16:18:22 ,24.4,50.3,24.4,13.4,71,-54,1,
2026-08-08 16:33:22 ,24.4,50.4,24.4,13.4,71,-53,1,
2026-08-08 16:48:22 ,24.4,50.2,24.4,13.3,71,-55,1,
2026-08-08 17:03:22 ,24.4,50.1,24.4,13.3,71,-55,1,
2026-08-08 17:18:22 ,24.4,49.9,24.4,13.2,71,-54,1,
2026-08-08 17:33:22 ,24.4,49.8,24.4,13.2,71,-55,1,
2026-08-08 17:48:22 ,24.4,49.8,24.4,13.2,71,-57,1,
2026-08-08 18:03:22 ,24.4,49.6,24.4,13.1,71,-58,1,
2026-08-08 18:18:22 ,24.4,49.6,24.4,13.2,71,-56,1,
2026-08-08 18:33:22 ,24.4,49.7,24.4,13.2,71,-55,1,
2026-08-08 18:48:22 ,24.4,49.7,24.4,13.2,71,-55,1,
2026-08-08 19:03:22 ,24.4,49.7,24.4,13.2,71,-56,1,
2026-08-08 19:18:22 ,24.4,49.7,24.4,13.2,71,-56,1,
2026-08-08 19:33:22 ,24.4,49.7,24.4,13.2,71,-57,1,
2026-08-08 19:48:22 ,24.4,49.7,24.4,13.2,71,-56,1,
2026-08-08 20:03:22 ,24.4,49.7,24.4,13.2,71,-55,1,
2026-08-08 20:18:22 ,24.3,49.7,24.4,13.1,71,-57,1,
2026-08-08 20:33:22 ,24.4,49.7,24.4,13.2,71,-57,1,
2026-08-08 20:48:22 ,24.3,49.6,24.4,13.1,71,-56,1,
2026-08-08 21:03:22 ,24.3,49.6,24.4,13.1,71,-55,1,
2026-08-08 21:18:22 ,24.3,49.5,24.4,13.1,71,-58,1,
2026-08-08 21:33:22 ,24.3,49.4,23.9,13,71,-56,1,
2026-08-08 21:48:22 ,24.3,49.4,24.4,13,71,-55,1,
2026-08-08 22:03:22 ,24.3,49.4,23.9,13,71,-56,1,
2026-08-08 22:18:22 ,24.3,49.5,23.9,13,71,-54,1,
2026-08-08 22:33:22 ,24.3,49.4,23.9,13,71,-58,1,
2026-08-08 22:48:22 ,24.3,49.4,23.9,13,71,-56,1,
2026-08-08 23:03:22 ,24.2,49.5,23.9,12.9,71,-57,1,
2026-08-08 23:18:22 ,24.2,49.5,23.9,13,71,-56,1,
2026-08-08 23:33:22 ,24.2,49.6,23.9,13,71,-56,1,
2026-08-08 23:48:22 ,24.2,49.7,23.9,13,71,-57,1,
2026-08-09 00:03:22 ,24.2,49.7,23.9,13,71,-55,1,
2026-08-09 00:18:22 ,24.2,49.7,23.9,13,71,-55,1,
2026-08-09 00:33:22 ,24.2,49.8,23.9,13,71,-56,1,
2026-08-09 00:48:22 ,24.2,49.8,23.9,13,71,-54,1,
2026-08-09 01:03:22 ,24.2,49.9,23.9,13,71,-55,1,
2026-08-09 01:18:22 ,24.2,49.9,23.9,13,71,-54,1,
2026-08-09 01:33:22 ,24.2,49.9,23.9,13,71,-57,1,
2026-08-09 01:48:22 ,24.2,49.8,23.9,13,71,-57,1,
2026-08-09 02:03:22 ,24.2,49.6,23.9,12.9,71,-56,1,
2026-08-09 02:18:22 ,24.1,49.5,23.9,12.9,71,-57,1,
2026-08-09 02:33:22 ,24.1,49.5,23.9,12.8,71,-57,1,
2026-08-09 02:48:22 ,24.1,49.4,23.9,12.8,71,-56,1,
2026-08-09 03:03:22 ,24.1,49.3,23.9,12.8,71,-57,1,
2026-08-09 03:18:22 ,24.1,49.3,23.9,12.8,71,-58,1,
2026-08-09 03:33:22 ,24.1,49.2,23.9,12.7,71,-57,1,
2026-08-09 03:48:22 ,24.1,49.3,23.9,12.8,71,-60,1,
2026-08-09 04:03:22 ,24.1,49.3,23.9,12.8,71,-57,1,
2026-08-09 04:18:22 ,24.1,49.3,23.9,12.8,71,-57,1,
2026-08-09 04:33:22 ,24.1,49.3,23.9,12.8,71,-56,1,
2026-08-09 04:48:22 ,24.1,49.3,23.9,12.7,71,-57,1,
2026-08-09 05:03:22 ,24.1,49.4,23.9,12.8,71,-56,1,
2026-08-09 05:18:22 ,24,49.4,23.9,12.8,71,-57,1,
2026-08-09 05:33:22 ,24,49.7,23.9,12.8,71,-57,1,
2026-08-09 05:48:22 ,24.1,50,23.9,13,71,-56,1,
2026-08-09 06:03:22 ,24.1,50.3,23.9,13.1,70,-56,1,
2026-08-09 06:18:22 ,24,50.5,23.9,13.1,71,-57,1,
2026-08-09 06:33:22 ,24.1,50.8,23.9,13.2,71,-57,1,
2026-08-09 06:48:22 ,24.1,51.1,23.9,13.3,71,-57,1,
2026-08-09 07:03:22 ,24.1,51.4,23.9,13.4,71,-57,1,
2026-08-09 07:18:22 ,24.1,51.6,23.9,13.5,71,-57,1,
2026-08-09 07:33:22 ,24.1,51.8,23.9,13.5,71,-56,1,
2026-08-09 07:48:22 ,24.1,51.8,23.9,13.5,71,-57,1,
2026-08-09 08:03:22 ,24.1,51.8,23.9,13.5,71,-56,1,
2026-08-09 08:18:22 ,24.1,51.8,23.9,13.5,71,-56,1,
2026-08-09 08:33:22 ,24.1,51.8,23.9,13.5,71,-57,1,
2026-08-09 08:48:22 ,24.1,51.9,23.9,13.5,71,-56,1,
